,user,date,renderedContent
282,AlphaARachman,2023-06-18 23:17:29+00:00,"Pada diskusi NGOPI SEKSI (Ngobrol Pintar Seputar Kebijakan Edukasi) dengan topik “MARKETPLACE GURU: IDE BRILIAN ATAU DISORIENTASI KEBIJAKAN?""   
                                                                      
📅  Minggu, 18 Juni 2023
⏰ 14:30-17:00 WIB
🖥️ Aplikasi YouTube Live Streaming https://t.co/iSNS4L28hP  
 
bersama Ferdiansyah (Anggota Komisi X DPR RI) @Komisi_ X , Salamah,S.Pd., M.Pd (Kepala Sekolah, Influencer, Penulis Buku) , Iman Zanatul Haeri (Kepala Bidang Advokasi Guru P2G) @zanatul_91 moderator Indra Charismiadji (Vox Populi Institute Indonesia) @icharis dan Ki Bambang Pharmasetiawan (NU Circle),

saya menyampaikan beberapa poin:

1.Mengapresiasi arahan Presiden Jokowi yg dengan tanggap memerintahkan pembenahan Sistem Pelayanan Berbasis Elektronik (SPBE) dan melarang kementerian2 untuk membuat aplikasi baru. Saat ini ada 27.000an aplikasi yg tidak selalu terintegrasi satu sama lain. 

2. Kasus aplikasi Marketplace Guru ini diawali dengan statement bernuansa gimik politik dari saudara Mendikbudristek yg mendeklarasikan “Satu Juta Guru Honorer akan Menjadi PNS melalui PPPK.” Padahal kewenangan guru berdasarkan UU otonomi daerah itu ada di pemerintah daerah, seharusnya Kemendikbudristek duduk dulu bersama pemerintah daerah menyepakati berapa guru honorer yg bisa menjadi ASN dan menyepakati kemungkinan perekrutannya sebelum muncul angka satu juta tersebut. Ternyata tidak semua pemerintah daerah mengajukan formasi yg menyebabkan angka satu juta guru pun jauh dari tercapai. Tentu saja pemerintah daerah tidak mau di faith accompli secara sepihak oleh Kemendikbudristek karena ini terkait dengan politik anggaran daerah. 

3. Kemendikbudristek segera menuntaskan carut marut PPPK ini terutama yg sudah lulus prioritas P1 berjumlah 60.000an orang. Sebagian mereka sudah melepaskan pekerjaan mereka sekarang terkatung-katung dalam waktu cukup lama tidak mendapatkan penghasilan karena menunggu formasi yg tidak kunjung tiba. Ini menjadi hutang pemerintah  di mana sekian puluh ribu guru tidak mendapatkan penghasilan  karena keteledoran kebijakan dan ini harus dihitung kompensasinya. Karena itu supaya tidak membesar, Kemendikbudristek harus segera duduk bersama pemerintah daerah mencari solusi penyelesaiannya. 

4. PPPK ini merugikan sekolah berbasis masyarakat (swasta) karena guru2 yg mereka bina lulus PPPK pindah ke sekolah negeri. Berdasarkan UU ASN 5/2014 dan peraturan Badan Kepegawaian Negara (BKN) 1/2020 bahwa ASN bisa mendapatkan penugasan khusus di luar instansi pemerintah. Karena itu untuk membantu menyelesaikan sebagian kebuntuan ini, sebaiknya guru2 yg berasal dari sekolah swasta dan lulus PPPK dikembalikan ke sekolah swasta asal dan mengajar sebagai ASN. Ini dimungkinkan dan tidak akan merugikan pemerintah karena mereka sama2 mengajar mencerdaskan anak bangsa dan akan meningkatkan sinergi antara sekolah2 berbasis masyarakat dengan pemerintah. 

5. Mengingatkan agar saudara Mendikbudristek berhati-hati dalam membuat kebijakan, tidak sekedar gimik politik yg didorong oleh syahwat populis belaka. Alih2 ingin mengambil hati satu juta guru honorer yg diiming-imingi menjadi ASN, malah merugikan masa depan dan keluarga mereka.  

R. Alpha Amirrachman, MPhil, PhD @AlphaARachman
Wakil Ketua Majelis Dikdasmen PNF PP Muhammadiyah @dikdasmenpusat @muhammadiyah"
283,1amitarora,2023-06-18 21:28:24+00:00,"5. Guru

Guru is one of the oldest platform to find freelancing work.

This marketplace provide work related to 100+ categories from Web developer to content writing.

Check here :- https://t.co/qPD5SbVELJ https://t.co/1jU97PY7iD"
284,fmuchtar_,2023-06-18 17:01:27+00:00,"Terobosan naon? 
Kurikulum yang nyusahin guru itu? 
Progam magang dibayar tapi duitnya seret hingga setiap batchnya diprotes peserta?
Program IISMA yang bias kelas dan ga jelas outputnya itu? 
Program marketplace guru yang absurd? 
Oiya nadiem aja gabisa bedain pendidikan Vokasi dan Universitas 🤧🤡
Masa yang kayak gitu dibilang terobosan sih 🥱🥱🥱"
285,RagamIndones1a,2023-06-18 13:09:03+00:00,"Soal Rekrutmen Guru Honorer, Nadiem Makarim Berikan 3 Solusi, Salah Satunya Melalui Marketplace Guru https://t.co/4Isz3nCj0g"
286,nu_online,2023-06-18 12:29:04+00:00,Pergunu mengkritik istilah marketplace guru yang erat kaitannya dengan komoditi. https://t.co/e4DLuDzLDc
287,suryudana,2023-06-18 10:38:04+00:00,"@zanatul_91 Bayanganku kepala sekolah jdi superpower bgt dlm memilih guru yg ada di marketplace untuk ngajar di sekahnya. Tinggal ""wani piro?"" sama kepseknya."
288,hmiyayaudah,2023-06-18 09:46:43+00:00,Marketplace guru ini arahnya mau kemana?
289,zanatul_91,2023-06-18 09:16:09+00:00,"Bahan presentasi webinar Marketplace Guru
18/6/2023

-utas- https://t.co/OcH7cmcg86"
290,acejoel344,2023-06-18 07:46:10+00:00,"I just listed 1 items for sale via https://t.co/BkrB0fhxAM 

💎 Collections: Rabbits Guru Official: Rabbits Guru #868 
🏷️ Marketplaces: OpenSea"
291,AlphaARachman,2023-06-18 04:33:34+00:00,"Para insan pendidikan yang kami hormati, mari kita ikuti bersama acara NGOPI SEKSI (Ngobrol Pintar Seputar Kebijakan Edukasi) dengan topik “MARKETPLACE GURU: IDE BRILIAN ATAU DISORIENTASI KEBIJAKAN?""   
                                                                      
📅  Minggu, 18 Juni 2023
⏰ 14:30-17:00 WIB
🖥️ Aplikasi YouTube Live Streaming https://t.co/BwuPaLaB7c  
📝 Registrasi untuk e-sertifikat https://t.co/FIzf9uo3n3 
  
Narasumber:
• Ferdiansyah (Anggota Komisi X DPR RI) @Komisi_X 
• H. R. Alpha  Amirrachman, M.Phil., Ph.D. (Wakil Ketua Majelis Dikdasmen PNF PP Muhammadiyah) @AlphaARachman 
• Salamah,S.Pd., M.Pd (Kepala Sekolah, Influencer, Penulis Buku)
• Iman Zanatul Haeri (Kepala Bidang Advokasi Guru P2G) @zanatul_91 

Moderator:
• Indra Charismiadji (Vox Populi Institute Indonesia) @icharis 
• Ki Bambang Pharmasetiawan (NU Circle)

Narahubung: Irawan +62 822-4245-8778

*GRATIS ACARANYA, BERBOBOT KONTENNYA, ADA SERTIFIKATNYA*"
292,jawapos,2023-06-18 02:15:00+00:00,"Ketua PGRI Nilai Marketplace Guru Sulit Diterapkan di Sekolah Negeri

https://t.co/Mnl5k0IXrM"
293,FurqanIbr64677,2023-06-18 01:12:37+00:00,"@MelodiAsyik @DemokrasiMartir @Nadiem_Makarim Apakah GURU itu barang ya sampai masuk marketplace kayak yang ada di facebook. 
Entar itu barang GURU sampai, si kurirnya teriak didepan pintu, permisi, paket...??!!!"
294,zonajakarta1,2023-06-17 23:23:28+00:00,"Soal Rekrutmen Guru Honorer, Nadiem Makarim Berikan 3 Solusi, Salah Satunya Melalui Marketplace Guru https://t.co/PKqsaGz5eS"
295,DemokrasiMartir,2023-06-17 15:18:23+00:00,"Tanda kemunduran dan menuju kehancuran pendidikan kita tatkala Nadiem tidak memuliakan pemberi ilmu atau Guru. Bagaimana mungkin bangsa ini bisa besar sementara Gurunya tdk dimuliakan. Kebijakan Marketplace Guru adalah bukti paling nyata hilangnya memuliakan Guru, di satu sisi https://t.co/7Wmpia7lMV"
296,MorphoMenelausX,2023-06-17 11:17:53+00:00,"@andrianatan @PNS_Garis_Lucu duit ada, berapa persen dari anggaran? jumlahnya berapa.

kalau cuma miniscule amount jangan dianggap ada. itu remah sisa sampah.

marketplace guru is the most stupidiest shit that i heard."
297,Ndynbl19,2023-06-17 05:59:23+00:00,@ZAEffendy Guru bisa dibeli Di marketplace?
298,smartsaham,2023-06-17 03:38:31+00:00,"Sesi Advance Technical Analysis sedang disampaikan oleh Bursa Marketplace Guru, Tuan @faizwahab

Analysis in depth tentang Gap Trading, MA, Fibonacci dalam trading dikongsikan oleh beliau kepada peserta. https://t.co/gVtzqCups1"
299,Suara_Pantau,2023-06-16 21:11:04+00:00,Alumni dan Civitas PPkn UNM Menyoroti Isu Marketplace Guru https://t.co/0iR8vUIVd9
300,DemokrasiMartir,2023-06-16 16:03:56+00:00,Janji Nadiem 100 persen ngawur sebab sangat sarat bermuatan politis. Nadiem sedang pansos dan cari simpati publik. Jgn lupa bahwa sederet masalah di Kemendikbud sejak Nadiem jd menteri. Yg terbaru soal Marketplace Guru hingga nasib Guru Honorer dgn gaji rendah https://t.co/pGJYp5qQP7
301,bulukeleksuga,2023-06-16 14:53:23+00:00,"@DanangPAS2 mangsamu guru, iso dituku ng marketplace?? -__-"
302,GOBankingRates,2023-06-16 14:27:43+00:00,"Star Tribune columnist @cfarrellecon is our Expert of the Day!! If the financial guru is your go-to source for money advice, give him a vote now!! You can vote daily for your favorites until July 16.. https://t.co/XsbnR3MIYx
#top100moneyexperts #marketplace https://t.co/tLverdynPp"
303,MhmmdMin,2023-06-16 13:02:13+00:00,"Memang susah. Pendidikan di Indonesia sudah terkapitalisasi dari bawah sampai ke atas, karena memang komoditas yg menggiurkan. Pembukaan UUD yang berbunyi “Setiap warga negara berhak mendapat pendidikan” is definitely a bullshit. Nadiem aja fokusnya bikin marketplace guru."
304,Beritasatu,2023-06-16 12:13:26+00:00,"Sentil Marketplace Guru, P2G Minta Pemerintah Tuntaskan Rekrutmen PPPK https://t.co/BboGDNknTo"
305,mrsdeliverse,2023-06-16 11:20:46+00:00,"#Opini

Marketplace Guru, Mampukah Menyolusi Kebutuhan Tenaga Pendidik?

Penulis: Noor Afeefa

Kebutuhan tenaga pendidik (guru) masih menjadi problem serius dunia pendidikan di Indonesia. Nasib guru honorer masih saja memilukan.

Selengkapnya di https://t.co/QsPiF9rlwI https://t.co/p5IE3FJCXA"
306,ngabdirojo,2023-06-16 11:04:33+00:00,@Beritasatu Marketplace guru / pengajar hal yg bagus dan wajib .rakyat sangat mendukung....supaya ada kompetisi mutu sdm guru .
307,KATADATAcoid,2023-06-16 11:00:38+00:00,"Mendikbudristek Nadiem Makarim mengusulkan pembentukan marketplace guru. Lokapasar ini merupakan pangkalan data berisi profil guru, yang rencananya mulai berlaku pada 2024.

Namun, ide itu justru menimbulkan polemik. Apa sebabnya? Baca selengkapnya: https://t.co/dNuXA89VTo #guru"
308,Beritasatu,2023-06-16 10:47:41+00:00,"Gagas Marketplace Guru, Kemendikbudristek Dinilai Lempar Tanggung Jawab https://t.co/Q8wMu2wo7Q"
309,RagamIndones1a,2023-06-16 10:07:02+00:00,"Soal Rekrutmen Guru Honorer, Nadiem Makarim Berikan 3 Solusi, Salah Satunya Melalui Marketplace Guru https://t.co/4Isz3nCj0g"
310,zonajakarta1,2023-06-16 10:06:53+00:00,"Soal Rekrutmen Guru Honorer, Nadiem Makarim Berikan 3 Solusi, Salah Satunya Melalui Marketplace Guru https://t.co/PKqsaGz5eS"
311,NasDem,2023-06-16 10:06:50+00:00,"Anggota Komisi X DPR RI dari Fraksi Partai NasDem, Ratih Megasari Singkarru meminta Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi (Kemendikbud-Ristek) mengkaji ulang wacana perekrutan guru dengan model marketplace. https://t.co/qscwDFMAgu"
312,BWBtothemoon,2023-06-16 08:38:55+00:00,@mainnet_pat @BCH_Guru First and best Cashtokens marketplace👍
313,KATADATAcoid,2023-06-16 06:36:04+00:00,Pro-Kontra Marketplace Guru ala Menteri Nadiem https://t.co/mi5cVvy7YH
314,AldinaSamsudin,2023-06-16 06:35:25+00:00,"@PBPGRI_OFFICIAL Ribut mulu urusan cuan dan jabatan,,,,iuran lancar kerja gak jelas,,,banyak guru gak jelas nasibnya tuh,sertifikasi gak merata guru tua yg lama mengabdi gak dpt guru baru pada lolos sertifikasi,,,,marketplace guru dll....."
315,urfavvg,2023-06-16 06:28:44+00:00,"@melanieppuchino @nadiemmakarim Sekalinya kerja, keluar cetusan marketplace guru 😀"
316,Beritasatu,2023-06-16 04:44:43+00:00,Tujuan Marketplace Guru Harus Sejalan dengan Program Pemda https://t.co/aluAAYXnZZ
317,KingsGlobalFund,2023-06-16 04:31:56+00:00,"Description

@Estate_Guru  #borderless, #digital #marketplace brings #developers and 

 together to #shape the #European #skylines of the #future. 

Our hi #tech approach to #funding delivers #secure, #transparent #investments that offer the best-in-#class #risk #reward ratio around. 

different #service providers, #SMEs and investors on one single marketplace. The #company #offers something #unique that other #financial institutions cannot – a #seamless, #crossborder and #digital service for #borrowers and investors.

Our #aim is to make investment simple, #democratic, #transparent and #safe. Through #comprehensive #duediligence, and #careful selection #protocols, we have facilitated investor #returns of over €64,235,295, at an annual average return of over ten percent. Since it’s launch in 2014, Estateguru has helped #property developers all over #Europe #borrow #money quickly and easily, giving them #access to reliable #capital when they need it most. In #parallel, our investors have earned #market-leading returns on short- #term property-backed #loans.

10.65% Average yield
€64,957,772
Returns to investors
€718,759,875
Money borrowed157,515Investor61.12%
Average loan-to-loan ratio (LTV)
14.0 months
Average maturity of loans granted11.8 months
Average maturity of repaid loans5,541Number of loans financed €292,751,899
Total outstanding loans

Estateguru is licensed to operate anywhere in the #EU under a European #Crowdfunding Service Providers for #business (ECSPR) #licence. 

The company is proud to have been awarded the Lendtech of the year award at the 2022 Europe #Fintech Awards.

https://t.co/Y8J1Tl9bOP"
318,InvestorID,2023-06-16 04:26:48+00:00,"PGRI NTB, Marketplace Guru Harus Sejalan dengan Pemerintah Daerah    https://t.co/E8rlLIB9Nw"
319,InvestorID,2023-06-16 02:45:47+00:00,"Perhimpunan Guru Desak Tuntaskan Rekrutmen PPPK, Bukan Marketplace https://t.co/VLe4cY45y6"
320,Beritasatu,2023-06-16 02:37:08+00:00,Sistem Marketplace Dinilai Bukan Solusi Putus Antrean Calon Guru PPPK https://t.co/oEmYeMMqtl
321,InvestorID,2023-06-16 01:40:40+00:00,"Cegah Nepotisme dan Kolus, Marketplace Guru Harus Didukung Payung Hukum https://t.co/DVDX1kg4OK"
322,Beritasatu,2023-06-15 23:01:28+00:00,Marketplace Guru Berpotensi Timbulkan Praktik Kolusi dan Nepotisme https://t.co/JxGFUY4yt3
323,cielrise,2023-06-15 14:25:20+00:00,Kemendikbud dibanding bikin 'marketplace' guru mening urusin biaya UKT univ didepok dulu ga sih? Anak snbp dpt 17-20 juta apa ga pingsan ha? (Ini dari temen yang keterima vok UI snbp)
324,SketsaUnmul,2023-06-15 13:05:38+00:00,"Wacana untuk mengintegrasikan rekrutmen, marketplace guru menuai berbagai reaksi. Bagaimana tanggapan sivitas akademika Unmul?

Selengkapnya, https://t.co/uG0oyMavxR

LPM Sketsa Unmul
Semangat Berbagi dan Menginspirasi

#BeritaKampus #SketsaUnmul"
325,kalderanews,2023-06-15 13:01:05+00:00,Perekrutan Model Marketplace Jadikan Guru Sebagai Komoditi Mekanisme Pasar - https://t.co/dQtZAWsfNL
326,NurFatonii,2023-06-15 12:36:41+00:00,"Ada paylater di marketplace guru gak ya? Biar bisa pakai jasa guru, bayarnya dicicil gitu. Kan mayan tuh buat sekolah yang dana operasionalnya minim tapi pengen punya guru dengan spesifikasi yang mumpuni."
327,BCH_Guru,2023-06-15 12:22:50+00:00,BCH Guru NFT #5 just sold on https://t.co/HJUW4O22ik for 7 BCH (thats a 70x from 0.1BCH mint price!). Find your perfect Guru on TapSwap (CashTokens marketplace). NFTs are thriving on #bitcoincash #cashtokens https://t.co/rWOVKf3ibG
328,Beritasatu,2023-06-15 07:47:29+00:00,Konsep Marketplace Guru Dinilai Harus Libatkan Guru Honorer https://t.co/ZToNPOmv1c
329,Beritasatu,2023-06-15 03:10:58+00:00,FGBSN Khawatir Ada Paylater dalam Sistem Marketplace Guru https://t.co/gXdVGmxVJs
330,detikcom,2023-06-15 02:15:00+00:00,Komisi X DPR RI minta Kemdikbud untuk mengkaji ulang tentang wacana marketplace guru. https://t.co/A9V7hj4nlE
331,AldinaSamsudin,2023-06-15 02:04:19+00:00,"@PBPGRI_OFFICIAL @bank_indonesia Marketplace guru gmn,,,,ngurusi apaan sih ini,nasib guru yg blm sejahtera,blm mndpt kejelasan status gmn.....iuran pgri mengalir trus nasib gak diurus"
332,InvestorID,2023-06-15 01:52:08+00:00,"Masuk Sistem Marketplace, Guru Harus Bersedia  Ditempatkan di Daerah 3T https://t.co/ysdDmIPMsc"
333,jawapos,2023-06-15 00:59:26+00:00,"Nadiem Usul Pembentukan Marketplace Guru pada 2024, Namanya Ruang Talenta Guru https://t.co/lVNIEXjCo0"
334,roctakon,2023-06-15 00:56:43+00:00,"@Xmiafan361X @GuyDealership Facebook marketplace if you have cash up front, cars dot com or Car Gurus etc if you need financing. Worth it to spend on them if you can understand red flags on a carfax."
335,Beritasatu,2023-06-14 23:47:37+00:00,"Soal Marketplace Guru, FSGI Minta Pemerintah Benahi Regulasi https://t.co/f1Q4bvEQpJ"
336,Beritasatu,2023-06-14 22:45:51+00:00,"Masuk Sistem Marketplace, Guru Disebut Harus Mau Ditempatkan di Daerah 3T https://t.co/qNWf02VZ3d"
337,Beritasatu,2023-06-14 22:20:17+00:00,"Marketplace Guru, Jadi Solusi Bagi Perekrutan Tenaga Pengajar https://t.co/BrHX6Aoiss"
338,pramsudya,2023-06-14 22:01:28+00:00,"Wacana soal marketplace guru harus dikaji ulang oleh pemerintah. #ItsTimeRestorasiIndonesia
#NasdemNo5
#AniesPresidenku https://t.co/AdIcOCDwWS"
339,samsatudua,2023-06-14 21:58:16+00:00,"Nasdem meminta pemerintah untuk mengkaji ulang wacana marketplace guru. #ItsTimeRestorasiIndonesia
#NasdemNo5
#AniesPresidenku https://t.co/Qd7PiUS18D"
340,fathulasad95,2023-06-14 18:25:29+00:00,"Menteri Pendidikan pengen buat Marketplace untuk rekrutmen guru.. Mohon Maaf,, saya  mau nanya itu biar apa? Biar gaji guru bisa di Pay Later? Agar setiap tanggal cantik gaji guru di diskon layaknya Big Sale? Dunia pendidikan ga sesederhana belanja online pak. Urgensinya beda.."
341,kepinx22,2023-06-14 17:28:04+00:00,"Nasdem minta pemerintah kaji ulang wacana marketplace guru #ItsTimeRestorasiIndonesia
#NasdemNo5
#AniesPresidenku https://t.co/RuwHhV8mmI"
342,jawapos,2023-06-14 16:12:00+00:00,"Mendikbudristek Usulkan Pembentukan Marketplace Guru pada 2024, Konsepnya Sudah Ada di Indonesia

https://t.co/Tnjt3UrdHX"
343,deuwiidwarm,2023-06-14 15:42:14+00:00,"nasdem meminta pemerintah kaji ulang wacana marketplace guru #ItsTimeRestorasiIndonesia
#NasdemNo5
#AniesPresidenku https://t.co/fjr3MmACDW"
344,bucineskopiaren,2023-06-14 14:09:13+00:00,@ngurahsaka Hooh pak tolong guru dulu ini di pikirin. Nasibnya masih ntah mau kemana. Apalagi yang udh tua tua serba bingung pas tau model nya mau marketplace 🫠
345,TirtoID,2023-06-14 13:45:00+00:00,"Menurut Komisi X DPR RI, mekanisme 'marketplace' guru tidak pantas karena seakan-akan menjadikan guru sebagai sebuah komoditi yang bergantung pada mekanisme pasar.

https://t.co/o49nxjknkb"
346,kalderanews,2023-06-14 13:17:51+00:00,Perekrutan Model Marketplace Jadikan Guru Sebagai Komoditi Mekanisme Pasar - https://t.co/dQtZAWsfNL
347,ZbZebua,2023-06-14 13:17:20+00:00,"Marketplace Guru guys 😊
#ibuguru_marketplace guru https://t.co/TJEtgZUAds"
348,InvestorID,2023-06-14 12:07:53+00:00,Marketplace Guru Bisa Menjadi Ajang Kolusi Rekrutmen Tenaga Pendidik  https://t.co/wkdZVM1rjE
349,bagasgardu,2023-06-14 12:06:14+00:00,"Mengkaji ulang wacana marketplace guru itu memang sangat perlu #ItsTimeRestorasiIndonesia
#NasdemNo5
#AniesPresidenku https://t.co/tnClXS9Knw"
350,panjiseha,2023-06-14 12:05:39+00:00,"Mengkaji ulang wacana marketplace guru itu memang sangat perlu #ItsTimeRestorasiIndonesia
#NasdemNo5
#AniesPresidenku https://t.co/7h42sg57ij"
351,ipajogja,2023-06-14 12:02:44+00:00,"Nah ini nih, Setuju nih kaji ulang wacana perekrutan guru dengan model marketplace #ItsTimeRestorasiIndonesia
#NasdemNo5
#AniesPresidenku https://t.co/YxGP105oua"
